"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS",0.193377483443709,0.611520675756923,0.392827859738714,1.15721482603852,145,158,"TRA2B, CCP110, NBN, NOP56, GINS3, PPP1R8, EIF2S1, PAN2, CIT, RNASEH2A, SHMT1, ASF1A, MTHFD2, NUDT21, PPM1D, CDKN1B, SPAG5, USP1, SLBP, PAICS, CDKN2A, NUP205, UNG, RBBP7, SMC6, RAN, NOLC1, DEK, CTCF, RPA1, EED, LYAR, AURKA, PSIP1, PHF5A, CDK4, NUP153, AK2, ANP32E, RFC1, UBR7, DONSON, RAD21, DCTPP1, PNN, HUS1, BIRC5, DDX39A, RAD50, CKS2, KIF18B, ING3, SNRPB, CENPE, RAD51AP1, MCM2"
"HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM",0.744089012517385,0.843014916181199,0.29898694932024,0.844422048734197,534,108,"SUCLG2, G0S2, CRYZ, NBN, HADHB, PCBD1, UROS, CD36, TDO2, ACOT2, HCCS, RETSAT, METAP1, CPOX, LTC4S, AADAT, EPHX1, TP53INP2, FABP1, ALDH3A1, GPD2, ENO3, CA4, MIF, HAO2, SUCLG1, SMS, ADH1C"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.00411522633744856,0.379426847662142,-0.594090259441547,-2.00993339053025,0,157,"ZFP36, JUNB, IL6, LIF, DUSP5, TNFAIP3, BTG2, CXCL2, FOS, PTGS2, CXCL3, RELB, BIRC3, ACKR3, NFKBIA, ZC3H12A, CXCL1, HBEGF, TRIP10, SOCS3, EFNA1, HES1, GADD45B, TAP1, IL1B, BCL2A1, CCNL1, EGR1, IRF1, FOSL2, IL15RA, NFKB2, NAMPT, MAP3K8, IFIH1, CCL20, EHD1, ETS2, KDM6B, KLF4, NR4A3, KLF2, SLC16A6, F3, SLC2A6, RIGI, IER2, NINJ1, INHBA, PLAUR, KLF10, PER1, CDKN1A, SLC2A3, BTG1, CD83, CCL2, SIK1, RNF19B"
"HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING",0.278688524590164,0.669829382967379,0.500898306538213,1.15194857104336,169,27,"NF1, OPHN1, PTCH1, TLE3, NRCAM, SHH, SLIT1, VEGFA"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0823170731707317,0.526645038830856,-0.471519202612007,-1.34557346334194,26,57,"NIBAN1, EBP, PDK3, DHCR7, MVK, FDFT1, ACTG1, PCYT2, ACSS2, MVD, PLSCR1, TNFRSF12A, PLAUR, ACAT2, IDI1, LPL, ATF5, LDLR, CPEB2, FBXO6, TM7SF2, CXCL16, NFIL3, TP53INP1, TMEM97, FDPS"
"HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE",0.00434782608695652,0.379426847662142,-0.507897020649983,-1.74728767932995,0,170,"CSF3, SELE, CXCL8, IL6, CX3CL1, LIF, BTG2, OSM, PTGIR, LY6E, NFKBIA, HBEGF, TIMP1, TAPBP, NLRP3, PROK2, IL1B, IRF7, IFITM1, RGS1, IRF1, IL15RA, FPR1, NAMPT, CCL20, TNFSF10, OSMR, LCP2, IL18RAP, F3, MMP14, TNFRSF1B, C5AR1, INHBA, PLAUR, IL10, RGS16, MEP1A, NOD2, IRAK2, CDKN1A, SLC11A2, CCL2, MEFV, FZD5, OPRK1"
"HALLMARK_TGF_BETA_SIGNALING%MSIGDBHALLMARK%HALLMARK_TGF_BETA_SIGNALING",0.185714285714286,0.605440414507772,-0.445554543571899,-1.19863029704161,64,40,"JUNB, FURIN, LTBP2, THBS1, FKBP1A, ID3, WWTR1, LEFTY2, ENG, KLF10, ID1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE",0.004149377593361,0.379426847662142,-0.519583022973338,-1.77787081475486,0,164,"IL6, TNFAIP3, IFI27, HELZ2, PTGS2, LY6E, NFKBIA, PML, OAS3, SOCS3, TAPBP, PARP14, VAMP5, TXNIP, NOD1, MX2, TAP1, XAF1, IRF7, PARP12, IRF1, IFITM3, SERPING1, IL15RA, FPR1, NAMPT, CSF2RB, CMPK2, IFIH1, OAS2, GBP4, VCAM1, ADAR, IFI44, PSMB10, ISG15, TNFSF10, LCP2, MX1, PLSCR1, RSAD2, ST8SIA4, RIGI, ZNFX1, IFI44L, HLA-B, MT2A, SELP, PTPN1, CDKN1A, BTG1, IL7, RNF31, HLA-A, OGFR, MVP, EPSTI1, CMTR1, CCL2, IFIT1, IFIT3, FAS, ARL4A"
"HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN",0.518828451882845,0.764408011166923,0.338805550445373,0.956783247019954,371,106,"MET, PHF3, PMP22, YTHDC1, ADD3, ADORA2B, NR3C1, NIPBL, SRI, NR1D2, DYRK1A, DBP, PRDM2, TGFBR3, PLPP3, RGS4, SPOP, CELF2, SIPA1L1, SDC2, SCHIP1, CDKN1B, ATP2C1, CDON, PTEN, AGGF1, ABCC1, MIOS, RXRA"
"HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING",0.0266666666666667,0.480864010704557,-0.521301040336585,-1.54856193019882,7,76,"IL6, CXCL3, CXCL1, TYK2, A2M, SOCS3, HAX1, IL1B, IRF1, IL15RA, ACVRL1, MAP3K8, CSF2RB, OSMR, TNFRSF12A, IL12RB1, TNFRSF1B, ITGA4, CSF2RA, LEPR, IL2RG, PTPN1, IL7, FAS, PDGFC, PIM1, IL1R1"
"HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR",0.527027027027027,0.767201393879765,-0.296210787803293,-0.953983424864282,155,111,"BCAM, COX17, TAF9, ADCY6, CMPK2, DDB2, SNAPC5, BOLA2B, ZWINT, POLE4, APRT, ADA, POLD4, NME4, CDA, GUK1, POLR2K, HCLS1, ERCC5, EDF1, FEN1, SDCBP, XPC, RFC2, GPX4, TAF6, MPG"
"HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS",0.176954732510288,0.599001346935503,-0.325730804373015,-1.10201641859778,42,157,"ABCB8, COL4A1, CD151, CAVIN1, ARAF, DHCR7, PIM3, RAB34, SLC19A1, CRAT, ADCY6, ESYT1, ATP1B3, ANGPTL4, SLC25A10, GPX3, COX6A1, COX8A, MRPL15, SULT1A1, ACADS, DDT, ESRRA, SNCG, CYC1, DGAT1, UQCRQ, ARL4A, GADD45A, COX7B, LPL, GPX4, FZD4, PTGER3, RREB1, CIDEA, LPCAT3, ACO2, SAMM50"
"HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0388349514563107,0.493661446681581,-0.462762516233484,-1.41011454186059,11,81,"IFI27, HELZ2, LY6E, GMPR, PARP14, TXNIP, TRIM5, TAP1, IRF7, IFITM1, PARP12, IRF1, IFITM3, CMPK2, IFIH1, GBP4, ADAR, IFI44, ISG15, MX1, PLSCR1, RSAD2, IFI44L, PROCR, IL7, RNF31, OGFR, EPSTI1, CMTR1, MOV10, IFIT3"
"HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION",0.269387755102041,0.666451160041377,-0.310173037658713,-1.05467721313003,65,160,"IL6, LIF, FLNA, TIMP1, CCND2, TAPBP, ELF4, NLRP3, TAP1, IL1B, IRF7, C2, INHBB, CRTAM, PSMB10, CCND3, LCP2, IL18RAP, TPD52, HLA-E, ST8SIA4, IL12RB1, SRGN, INHBA, KRT1, IL10, DEGS1, IL27RA, MTIF2, IL2RG, IL7, HLA-A, HCLS1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0386266094420601,0.492743908278126,-0.388516571986267,-1.32829054732763,8,168,"SVIL, CYP26B1, AQP3, FOS, TMPRSS3, PRSS23, CISH, KRT18, FHL2, DHCR7, HES1, IGFBP4, CCN5, PTGES, RARA, INHBB, RETREG1, ASB13, FDFT1, SLC1A1, MED24, KLF4, MINDY1, OLFM1, RHOD, ADCY9, PDZK1, NPY1R, NADSYN1, PDLIM3, CALB2, NBL1, RAPGEFL1, KLF10"
"HALLMARK_HYPOXIA%MSIGDBHALLMARK%HALLMARK_HYPOXIA",0.370420624151967,0.699563398578563,0.355877820380242,1.03525067662592,272,136,"PGAM2, RRAGD, BCAN, P4HA1, SRPX, AMPD3, CA12, KDM3A, ADORA2B, KLHL24, PCK1, NR3C1, VHL, JMJD6, P4HA2, EGFR, DDIT3, CP, PPARGC1A, TMEM45A, RORA, RBPJ, ZNF292, BCL2, SDC3, VEGFA, ERRFI1, PNRC1, SDC2, CDKN1B, GPC3, XPNPEP1, KLF7, SIAH2"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.0272206303724928,0.480864010704557,0.59643031336728,1.64041498468062,18,90,"SERP1, PSAT1, DNAJC3, SEC11A, CEBPG, BAG3, TARS1, XPOT, NOP56, BANF1, SLC1A4, NABP1, HYOU1, EIF4EBP1, EIF2S1, CHAC1, EIF4E, CNOT4, SLC7A5, SRPRB, MTHFD2, DCP2, SLC30A5, VEGFA, XBP1, DNAJB9, NHP2, KHSRP, ASNS, NOLC1, EDEM1, ATF4, DDIT4, ALDH18A1, EIF4A3, FUS, DCP1A"
"HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE",0.168539325842697,0.594138912682017,-0.451674809225178,-1.2171552088801,59,39,"CX3CL1, SLC2A4, ATP8B1, EPHB4, PCSK9, CROCC, FLOT2, PLAUR, MAL, IL2RG"
"HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION",0.365747460087083,0.696818739129611,0.380543924106921,1.03122396700939,251,79,"AP1G1, CLN5, TMX1, DST, EGFR, YIPF6, LMAN1, SNAP23, STX16, CTSC, BET1, ARCN1, SCRN1, MAPK1, ADAM10, ABCA1, RAB14, GBF1, SSPN, TSG101, SNX2, PPT1, ANP32E, RPS6KA3, ARFGEF1"
"HALLMARK_HEME_METABOLISM%MSIGDBHALLMARK%HALLMARK_HEME_METABOLISM",0.152173913043478,0.570451843043995,-0.335704818988302,-1.13086617732272,41,141,"BTG2, BCAM, AQP3, IGSF3, HBB, ALAS2, TNS1, HAGH, SIDT2, SLC4A1, MARCHF2, EPB42, FTCD, CCND3, ACP5, RHD, GYPC, EIF2AK1, TRIM58, SLC25A38, TSPO2, RNF123, EPOR, SLC10A3, SLC11A2, MKRN1, LMO2, SDCBP, UROD, PPP2R5B, MAP2K3"
"HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION",0.0193050193050193,0.480864010704557,-0.413234348733953,-1.39728067216927,4,148,"CX3CL1, LAMA3, RRAS, ACTN1, ZYX, CD34, SPEG, CLDN5, ICAM2, VWF, MYL12B, MAPK11, TGFBI, CDH11, PIK3R3, ADRA1B, PECAM1, VASP, ITGB1, ACTG2, ACTN4, CRAT, NECTIN2, RSU1, BMP1, ACTA1, SORBS3, VCAM1, ACTG1, MYH9, MAP4K2, MVD, INSIG1, NLGN2, ADAM15, CALB2, INPPL1, TAOK2, TUBG1, AKT3, SYMPK, THBS3, DSC3, CD209, MYH10, RHOF, ALOX15B, SHC1, TNFRSF11B"
"HALLMARK_PANCREAS_BETA_CELLS%MSIGDBHALLMARK%HALLMARK_PANCREAS_BETA_CELLS",0.17384370015949,0.599001346935503,0.519948146773177,1.24921698094497,108,33,"PAX6, SEC11A, FOXA2, FOXO1, SRP9, SRPRB, ELP4, SCGN, PCSK1"
"HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM",0.554716981132075,0.773653760291744,-0.284759421913968,-0.957922963022841,146,143,"ENPEP, EPHA2, IGFBP4, ARG1, PTGES, CYP26A1, CYP1A1, DCXR, MAOA, LONP1, ETS2, SLC46A3, GCNT2, AOX1, PSMB10, RBP4, ABCC2, CRP, NINJ1, CDA, ALAS1, DDT, BPHL, MT2A, MTHFD1, ADH7, FBP1, CES1, FAS, HRG, JUP, IL1R1, CASP6, DHPS, PTGR1, CYP17A1, ARPP19, ACO2, PGRMC1, CYP2E1, DHRS1, LEAP2, TMEM97, HES6"
"HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS",0.0122950819672131,0.480864010704557,-0.436046757002779,-1.46213017111383,2,152,"COL4A2, SVIL, MYO1C, CTF1, PTGIS, PDLIM7, IGFBP7, SPEG, COL3A1, HBEGF, PTP4A3, GADD45B, OCEL1, COX7A1, MAPRE3, ITGB1, SGCA, CRAT, ACTA1, SORBS3, AGRN, MYH9, MYOM1, FKBP1B, BDKRB2, COL1A1, ADCY9, WWTR1, GPX3, PSEN2, HRC, ITGB5"
"HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS",0.0263157894736842,0.480864010704557,-0.609902215523704,-1.55476531332485,9,30,"POSTN, COL3A1, FSTL1, STC1, JAG2, TIMP1, CCND2, S100A4, SLCO2A1, KCNJ8, SPP1"
"HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING",0.105834464043419,0.549821869604179,0.43015249990026,1.25280475546633,77,143,"P4HA1, SLC7A11, FGL2, SERP1, PLOD2, PSAT1, HSPD1, CANX, SORD, SEC11A, ADD3, IFRD1, SDF2L1, HSPA4, MTHFD2L, DDIT3, SLC1A4, CCT6A, PHGDH, SQSTM1, EIF2S2, FADS2, CACYBP, SLC7A5, MTHFD2, RPN1, CTSC, NUPR1, UBE2D3, XBP1, PITPNB, NMT1, EPRS1, NUP205, UNG, ASNS, NFKBIB, RIT1, RPA1, EDEM1, DDIT4, AURKA, NFYC, ACTR2, ATP2A2, ACTR3"
"HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE",0.040983606557377,0.495211847724038,-0.377286567467069,-1.28461095731389,9,161,"ZFP36, CYP26B1, PERP, FOS, TMPRSS3, PRSS23, TRIM29, CISH, DHCR7, LSR, IGFBP4, CHST8, CCN5, PTGES, DCXR, FDFT1, KLF4, IMPA2, CXCL14, OLFM1, NAB2, PDZK1, NPY1R, TOP2A, PDLIM3, SLC29A1, NBL1, RAPGEFL1"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0979591836734694,0.540047577603713,-0.350987029862518,-1.18174249020031,23,153,"MFN2, COX17, ATP5F1D, TCIRG1, ATP5MF, ISCU, NDUFB1, TIMM13, HSD17B10, OXA1L, COX6A1, COX8A, MRPL15, ACADVL, COX11, ALAS1, COX6B1, PMPCA, NDUFC1, ATP5ME, NDUFB8, CYCS, MRPS12, SLC25A12, RHOT2, FH, CYC1, UQCRQ, PHB2, ATP5F1E, COX7B, SLC25A4, GPX4, NDUFA9, TIMM50, COX4I1, NDUFS1, ACO2, UQCRH, ATP6V0C, NDUFV2, IDH3A, TIMM10, NDUFA4, COX7A2, ATP6V0E1, NDUFAB1, UQCRC1, ATP6V1E1, MRPL34"
"HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE",0.511784511784512,0.762162631923465,-0.333184483919905,-0.950779217511631,151,66,"ACTN1, CENPN, MYL12A, MAK, FADS1, CCND3, UBE2I, PLPP1, TPD52, CAMKK2, INSIG1, PTK2B, IDI1, DHCR24, SELENOP"
"HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP",0.0395256916996047,0.493661446681581,-0.39443531485809,-1.328214787055,9,150,"LIF, TNFAIP3, ABCB1, PTGS2, BIRC3, PPBP, HBEGF, CCND2, PRDM1, PLAT, ARG1, IL1B, PECAM1, PLVAP, SLPI, ADGRL4, CCL20, TSPAN7, ANGPTL4, KLF4, RBP4, TFPI, GYPC, FLT4, TNFRSF1B, ENG, INHBA, PLAUR, PRKG2, SPP1, EMP1, RGS16, FCER1G, CSF2RA, ETV4, TSPAN1, IL2RG"
"HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1",0.0634278002699055,0.512973552854394,0.467258324366067,1.36506183730084,46,146,"TRA2B, EEF1B2, HSPD1, PTGES3, CANX, CLNS1A, NCBP1, IFRD1, HSP90AB1, PABPC1, CCT4, RSL1D1, XPOT, NOP56, SRSF7, CCNA2, TCP1, RPS3, DHX15, SF3A1, EIF2S2, EIF2S1, EIF4E, RPS6, HNRNPA2B1, AIMP2, TYMS, NCBP2, RPL22, PABPC4, TARDBP, USP1, NHP2, SET, EPRS1, RPLP0, RAN, HDAC2, NOLC1, EIF3J, DEK, TFDP1, RPS2, FAM120A, CDK4, FBL"
"HALLMARK_BILE_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_BILE_ACID_METABOLISM",0.324285714285714,0.691997599279784,0.385642057951485,1.05972532606703,226,86,"PEX12, ABCA8, EPHX2, CYP7B1, PIPOX, CYP46A1, CYP27A1, FADS2, LONP2, CROT, AGXT, LCK, HSD17B6, TFCP2L1, NR3C2, RETSAT, ABCA1, ABCA5, EFHC1, SULT1B1, RXRA, NUDT12, ISOC1, GCLM, SLCO1A2, PECR, PNPLA8"
"HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME",0.0754098360655738,0.518504935407569,-0.442613805304759,-1.32449909759019,22,77,"ABCB1, ATXN1, SEMA3C, CTPS1, HMGCL, CTBP1, CRAT, ABCD1, FADS1, PEX5, TOP2A, RXRG, HSD11B2, EHHADH, IDI1, ACSL5, MVP, DHCR24, SLC35B2, SLC25A4, SLC25A17, DLG4, ABCC8, HRAS, VPS4B"
"HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN",0.0368852459016393,0.487259172534908,-0.400382483521356,-1.34254251348171,8,152,"BTG2, IGFBP2, ITIH3, KLHDC8A, CLSTN3, THNSL2, MYO15A, SYNPO, GPR3, KCNN1, NRIP2, MX1, RSAD2, PNMT, ABCG4, GPRC5C, HSD11B2, IFI44L, KCNMB1, KRT1, P2RX6, TNNI3, CD207, ADRA2C, DLK2, MEFV, ATP6V1B1, SELENOP, TFAP2B, CAMK1D, SERPINB2, DCC, COPZ2, CHRNG, RYR2, PDK2, NTF3, KRT13, SNCB, SLC25A23, OXT"
"HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2",0.25114854517611,0.654874224874225,0.446319218938614,1.13014725805302,163,46,"HSPD1, SORD, PRMT3, NOP56, LAS1L, WDR43, AIMP2, UNG, NOLC1, TCOF1, CDK4, DCTPP1, CBX3, RABEPK, NOP2, MPHOSPH10"
"HALLMARK_NOTCH_SIGNALING%MSIGDBHALLMARK%HALLMARK_NOTCH_SIGNALING",0.705592105263158,0.826652151639344,0.37053816513034,0.82692219232163,428,21,"NOTCH1, TCF7L2, MAML2, CCND1, LFNG, DTX4"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDBHALLMARK%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.0641025641025641,0.512973552854394,-0.550630062829894,-1.44473759679443,24,32,"JUNB, FES, ATOX1, CDKN2D, PTPA, GPX3, SCAF4, TXNRD2, SBNO2, MGST1, GPX4, PFKP"
"HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP",0.00355871886120996,0.379426847662142,-0.481186531338319,-1.56553458018328,0,122,"JUNB, IL6, BTG2, CXCL2, ABCB1, AQP3, PARP2, FOS, IGFBP2, CDK2, NFKBIA, FURIN, HLA-F, HYAL2, EIF2S3, TAP1, IRF1, CYP1A1, MAOA, MRPL23, CCND3, OLFM1, NPTX2, MMP14, GPX3, CLTB, AP2S1, PDLIM3, SULT1A1, ALAS1"
"HALLMARK_IL2_STAT5_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL2_STAT5_SIGNALING",0.132780082987552,0.552206417300118,-0.339552443891321,-1.16142153139351,31,166,"MYO1C, HOPX, LIF, ABCB1, SOCS2, FURIN, CISH, CCND2, GADD45B, COL6A1, IFITM3, MAP3K8, GBP4, CCND3, ITGA6, IL1RL1, PLPP1, TNFSF10, IGF2R, PTH1R, UCK2, PLSCR1, TNFRSF1B, GPR83, NFKBIZ, PENK, PLAGL1, MAPKAPK2, IL10, SPP1, CST7, EMP1, TNFRSF4, RGS16, SPRY4, PRAF2, SELP, TWSG1, ETV4, SLC2A3"
