name	description	GS.DETAILS	SIZE	ES	NES	pval	padj	FWER	Rank.at.Max	leading.edge.genes
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	Details	111	-0.296210787803293	-0.960544486887074	0.531914893617021	0.755990491324426	0	28845	BCAM,COX17,TAF9,ADCY6,CMPK2,DDB2,SNAPC5,BOLA2B,ZWINT,POLE4,APRT,ADA,POLD4,NME4,CDA,GUK1,POLR2K,HCLS1,ERCC5,EDF1,FEN1,SDCBP,XPC,RFC2,GPX4,TAF6,MPG
HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	Details	157	-0.325730804373015	-1.10604752974718	0.2	0.592184557438795	0	28885	ABCB8,COL4A1,CD151,CAVIN1,ARAF,DHCR7,PIM3,RAB34,SLC19A1,CRAT,ADCY6,ESYT1,ATP1B3,ANGPTL4,SLC25A10,GPX3,COX6A1,COX8A,MRPL15,SULT1A1,ACADS,DDT,ESRRA,SNCG,CYC1,DGAT1,UQCRQ,ARL4A,GADD45A,COX7B,LPL,GPX4,FZD4,PTGER3,RREB1,CIDEA,LPCAT3,ACO2,SAMM50
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	Details	81	-0.462762516233484	-1.42969502020976	0.0100334448160535	0.286808801732984	0	28816	IFI27,HELZ2,LY6E,GMPR,PARP14,TXNIP,TRIM5,TAP1,IRF7,IFITM1,PARP12,IRF1,IFITM3,CMPK2,IFIH1,GBP4,ADAR,IFI44,ISG15,MX1,PLSCR1,RSAD2,IFI44L,PROCR,IL7,RNF31,OGFR,EPSTI1,CMTR1,MOV10,IFIT3
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	Details	160	-0.310173037658713	-1.05584075313013	0.266932270916335	0.645463738585767	0	28880	IL6,LIF,FLNA,TIMP1,CCND2,TAPBP,ELF4,NLRP3,TAP1,IL1B,IRF7,C2,INHBB,CRTAM,PSMB10,CCND3,LCP2,IL18RAP,TPD52,HLA-E,ST8SIA4,IL12RB1,SRGN,INHBA,KRT1,IL10,DEGS1,IL27RA,MTIF2,IL2RG,IL7,HLA-A,HCLS1
HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_EARLY	Details	168	-0.388516571986267	-1.33264730903506	0.0246913580246914	0.348768855368234	0	28872	SVIL,CYP26B1,AQP3,FOS,TMPRSS3,PRSS23,CISH,KRT18,FHL2,DHCR7,HES1,IGFBP4,CCN5,PTGES,RARA,INHBB,RETREG1,ASB13,FDFT1,SLC1A1,MED24,KLF4,MINDY1,OLFM1,RHOD,ADCY9,PDZK1,NPY1R,NADSYN1,PDLIM3,CALB2,NBL1,RAPGEFL1,KLF10
HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	Details	39	-0.451674809225178	-1.21674971782883	0.157303370786517	0.551303966688582	0	28868	CX3CL1,SLC2A4,ATP8B1,EPHB4,PCSK9,CROCC,FLOT2,PLAUR,MAL,IL2RG
HALLMARK_HEME_METABOLISM%MSIGDBHALLMARK%HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM%MSIGDBHALLMARK%HALLMARK_HEME_METABOLISM	Details	141	-0.335704818988302	-1.12874465691379	0.162454873646209	0.551303966688582	0	28846	BTG2,BCAM,AQP3,IGSF3,HBB,ALAS2,TNS1,HAGH,SIDT2,SLC4A1,MARCHF2,EPB42,FTCD,CCND3,ACP5,RHD,GYPC,EIF2AK1,TRIM58,SLC25A38,TSPO2,RNF123,EPOR,SLC10A3,SLC11A2,MKRN1,LMO2,SDCBP,UROD,PPP2R5B,MAP2K3
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	Details	148	-0.413234348733953	-1.39969954015205	0.0113207547169811	0.28708155812538	0	28868	CX3CL1,LAMA3,RRAS,ACTN1,ZYX,CD34,SPEG,CLDN5,ICAM2,VWF,MYL12B,MAPK11,TGFBI,CDH11,PIK3R3,ADRA1B,PECAM1,VASP,ITGB1,ACTG2,ACTN4,CRAT,NECTIN2,RSU1,BMP1,ACTA1,SORBS3,VCAM1,ACTG1,MYH9,MAP4K2,MVD,INSIG1,NLGN2,ADAM15,CALB2,INPPL1,TAOK2,TUBG1,AKT3,SYMPK,THBS3,DSC3,CD209,MYH10,RHOF,ALOX15B,SHC1,TNFRSF11B
HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM	Details	143	-0.284759421913968	-0.957483815929992	0.581818181818182	0.77805359448224	0	28840	ENPEP,EPHA2,IGFBP4,ARG1,PTGES,CYP26A1,CYP1A1,DCXR,MAOA,LONP1,ETS2,SLC46A3,GCNT2,AOX1,PSMB10,RBP4,ABCC2,CRP,NINJ1,CDA,ALAS1,DDT,BPHL,MT2A,MTHFD1,ADH7,FBP1,CES1,FAS,HRG,JUP,IL1R1,CASP6,DHPS,PTGR1,CYP17A1,ARPP19,ACO2,PGRMC1,CYP2E1,DHRS1,LEAP2,TMEM97,HES6
HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS%MSIGDBHALLMARK%HALLMARK_MYOGENESIS	Details	152	-0.436046757002779	-1.47829832285656	0.00389105058365759	0.259822350753976	0	28893	COL4A2,SVIL,MYO1C,CTF1,PTGIS,PDLIM7,IGFBP7,SPEG,COL3A1,HBEGF,PTP4A3,GADD45B,OCEL1,COX7A1,MAPRE3,ITGB1,SGCA,CRAT,ACTA1,SORBS3,AGRN,MYH9,MYOM1,FKBP1B,BDKRB2,COL1A1,ADCY9,WWTR1,GPX3,PSEN2,HRC,ITGB5
HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS%MSIGDBHALLMARK%HALLMARK_ANGIOGENESIS	Details	30	-0.609902215523704	-1.55488018732121	0.0241286863270777	0.348768855368234	0	28855	POSTN,COL3A1,FSTL1,STC1,JAG2,TIMP1,CCND2,S100A4,SLCO2A1,KCNJ8,SPP1
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDBHALLMARK%HALLMARK_ESTROGEN_RESPONSE_LATE	Details	161	-0.377286567467069	-1.28417414431975	0.0396825396825397	0.411279774727642	0	28890	ZFP36,CYP26B1,PERP,FOS,TMPRSS3,PRSS23,TRIM29,CISH,DHCR7,LSR,IGFBP4,CHST8,CCN5,PTGES,DCXR,FDFT1,KLF4,IMPA2,CXCL14,OLFM1,NAB2,PDZK1,NPY1R,TOP2A,PDLIM3,SLC29A1,NBL1,RAPGEFL1
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details	153	-0.350987029862518	-1.18651162040211	0.101167315175097	0.499545750157622	0	28791	MFN2,COX17,ATP5F1D,TCIRG1,ATP5MF,ISCU,NDUFB1,TIMM13,HSD17B10,OXA1L,COX6A1,COX8A,MRPL15,ACADVL,COX11,ALAS1,COX6B1,PMPCA,NDUFC1,ATP5ME,NDUFB8,CYCS,MRPS12,SLC25A12,RHOT2,FH,CYC1,UQCRQ,PHB2,ATP5F1E,COX7B,SLC25A4,GPX4,NDUFA9,TIMM50,COX4I1,NDUFS1,ACO2,UQCRH,ATP6V0C,NDUFV2,IDH3A,TIMM10,NDUFA4,COX7A2,ATP6V0E1,NDUFAB1,UQCRC1,ATP6V1E1,MRPL34
HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE%MSIGDBHALLMARK%HALLMARK_ANDROGEN_RESPONSE	Details	66	-0.333184483919905	-0.996500679782233	0.44478527607362	0.719485331946949	0	28835	ACTN1,CENPN,MYL12A,MAK,FADS1,CCND3,UBE2I,PLPP1,TPD52,CAMKK2,INSIG1,PTK2B,IDI1,DHCR24,SELENOP
HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_UP	Details	150	-0.39443531485809	-1.33776111623005	0.026615969581749	0.353288143210246	0	28858	LIF,TNFAIP3,ABCB1,PTGS2,BIRC3,PPBP,HBEGF,CCND2,PRDM1,PLAT,ARG1,IL1B,PECAM1,PLVAP,SLPI,ADGRL4,CCL20,TSPAN7,ANGPTL4,KLF4,RBP4,TFPI,GYPC,FLT4,TNFRSF1B,ENG,INHBA,PLAUR,PRKG2,SPP1,EMP1,RGS16,FCER1G,CSF2RA,ETV4,TSPAN1,IL2RG
HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	Details	77	-0.442613805304759	-1.35391832396294	0.0498338870431894	0.424313164570627	0	28834	ABCB1,ATXN1,SEMA3C,CTPS1,HMGCL,CTBP1,CRAT,ABCD1,FADS1,PEX5,TOP2A,RXRG,HSD11B2,EHHADH,IDI1,ACSL5,MVP,DHCR24,SLC35B2,SLC25A4,SLC25A17,DLG4,ABCC8,HRAS,VPS4B
HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN%MSIGDBHALLMARK%HALLMARK_KRAS_SIGNALING_DN	Details	152	-0.400382483521356	-1.35738827175131	0.0194552529182879	0.331582887813314	0	28846	BTG2,IGFBP2,ITIH3,KLHDC8A,CLSTN3,THNSL2,MYO15A,SYNPO,GPR3,KCNN1,NRIP2,MX1,RSAD2,PNMT,ABCG4,GPRC5C,HSD11B2,IFI44L,KCNMB1,KRT1,P2RX6,TNNI3,CD207,ADRA2C,DLK2,MEFV,ATP6V1B1,SELENOP,TFAP2B,CAMK1D,SERPINB2,DCC,COPZ2,CHRNG,RYR2,PDK2,NTF3,KRT13,SNCB,SLC25A23,OXT
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDBHALLMARK%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDBHALLMARK%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details	32	-0.550630062829894	-1.43452094649192	0.0523560209424084	0.427328085311334	0	28883	JUNB,FES,ATOX1,CDKN2D,PTPA,GPX3,SCAF4,TXNRD2,SBNO2,MGST1,GPX4,PFKP
HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_UP	Details	122	-0.481186531338319	-1.57037915172322	0.00364963503649635	0.259822350753976	0	28883	JUNB,IL6,BTG2,CXCL2,ABCB1,AQP3,PARP2,FOS,IGFBP2,CDK2,NFKBIA,FURIN,HLA-F,HYAL2,EIF2S3,TAP1,IRF1,CYP1A1,MAOA,MRPL23,CCND3,OLFM1,NPTX2,MMP14,GPX3,CLTB,AP2S1,PDLIM3,SULT1A1,ALAS1
HALLMARK_IL2_STAT5_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL2_STAT5_SIGNALING	Details	166	-0.339552443891321	-1.16159628956734	0.0987654320987654	0.499545750157622	0	28867	MYO1C,HOPX,LIF,ABCB1,SOCS2,FURIN,CISH,CCND2,GADD45B,COL6A1,IFITM3,MAP3K8,GBP4,CCND3,ITGA6,IL1RL1,PLPP1,TNFSF10,IGF2R,PTH1R,UCK2,PLSCR1,TNFRSF1B,GPR83,NFKBIZ,PENK,PLAGL1,MAPKAPK2,IL10,SPP1,CST7,EMP1,TNFRSF4,RGS16,SPRY4,PRAF2,SELP,TWSG1,ETV4,SLC2A3
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	Details	96	-0.46394985711993	-1.4747782159331	0.010989010989011	0.286808801732984	0	28787	PRSS23,FURIN,TIMP1,A2M,VWF,PLAT,APOC2,THBS1,CRIP2,COMP,PECAM1,C2,GNB2,SERPING1,BMP1,ISCU,F3,MMP14,LEFTY2,MEP1A,CAPN5,SH2B2,MMP15,DCT,MSRB2,CPB2,SERPINB2,HRG
SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM%BIOCYC%PWY-6358	SUPERPATHWAY OF D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE METABOLISM%BIOCYC%PWY-6358	Details	20	-0.335986566906517	-0.79351527717348	0.765432098765432	0.844978197097165	0	28632	ITPKC,IMPA2,INPP5K,INPPL1,INPP5A,ITPKA,ITPKB
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7211	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7211	Details	22	-0.384071788144959	-0.91765347818444	0.547738693467337	0.761848121601582	0	28613	NME1,CTPS1,CMPK2,NME4
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	Details	72	-0.533202499756459	-1.60412494759918	0.00651465798045603	0.274868881118881	0	28231	COX5B,NDUFA1,NDUFB1,MT-CO2,NDUFA4L2,COX6A1,COX8A,MT-CO3,COX6B1,NDUFC1,NDUFB8,NDUFA8,NDUFS5,MT-ND4L,MT-CO1,MT-ND2,CYC1,UQCRQ,COX7B,MT-ND3,NDUFA9,MT-ND4,NDUFA11,COX5A,COX4I1,NDUFS1,UQCRH,NDUFV2,NDUFA4,COX7A2,NDUFAB1,UQCRC1,MT-CYB,COX6C,NDUFS8,UQCR10,NDUFB3,NDUFS2,MT-ND1,UQCR11,NDUFA13,UQCRFS1,COX7C,NDUFB4,NDUFV1,NDUFB7
PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-841	PURINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-841	Details	30	-0.443782426661701	-1.13137562896882	0.294906166219839	0.661435406332585	0	28691	ADSS1,NME1,IMPDH1,NME4,GUK1
GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7228	GUANOSINE NUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7228	Details	15	-0.645471022533937	-1.44300485103051	0.0843373493975904	0.46979414558144	0	28613	NME1,IMPDH1,NME4,GUK1,NME2
GLUTATHIONE-MEDIATED DETOXIFICATION I%BIOCYC%PWY-4061	GLUTATHIONE-MEDIATED DETOXIFICATION I%BIOCYC%PWY-4061	Details	19	-0.478898826391112	-1.12350170715815	0.305210918114144	0.666560678325384	0	28611	GGT5,GSTM1,GSTT1,ANPEP
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS%BIOCYC%PWY-7980	Details	33	-0.513221644210476	-1.33751566631167	0.096	0.497045758046494	0	28158	ATP5F1D,ATP5MF,MT-ATP6,MT-ATP8,ATP5ME,ATP5MC1,VPS9D1,ATP5F1E,ATP5PD,ATP5F1C,ATP6V0C,ATP5PB,ATP6V0E1,ATP6V1E1
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5	Details	24	-0.619988841772767	-1.50350244705572	0.0459183673469388	0.421108313691879	0	28581	EBP,DHCR7,MVK,LSS,FDFT1,MVD,ACAT2,IDI1,DHCR24,ACAT1,TM7SF2,HMGCS2,FDPS
SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835	SUPERPATHWAY OF GLYCOSPHINGOLIPIDS BIOSYNTHESIS%BIOCYC%PWY-7835	Details	25	-0.5671208561568	-1.3833584189024	0.095360824742268	0.495230575395643	0	28777	ST8SIA2,ST3GAL3,A4GALT,B3GALT4,B4GALNT1,B4GALT2,GBGT1,B4GALT6
PLASMALOGEN BIOSYNTHESIS%BIOCYC%PWY-7782	PLASMALOGEN BIOSYNTHESIS%BIOCYC%PWY-7782	Details	15	-0.33177262099082	-0.74170564566853	0.814457831325301	0.871040027121615	0	28608	ETNK2,PCYT2,AGPAT1
SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY0-162	SUPERPATHWAY OF PYRIMIDINE RIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY0-162	Details	15	-0.465680025342425	-1.04106692963401	0.395180722891566	0.700674250427138	0	28613	NME1,CTPS1,CMPK2,NME4
PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7184	PYRIMIDINE DEOXYRIBONUCLEOTIDES <I>DE NOVO< I> BIOSYNTHESIS%BIOCYC%PWY-7184	Details	15	-0.429943241690697	-0.961174338999608	0.498795180722892	0.744581744971817	0	28613	NME1,NME4,NME2,NME3
SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE%BIOCYC%PWY-7200	SUPERPATHWAY OF PYRIMIDINE DEOXYRIBONUCLEOSIDE SALVAGE%BIOCYC%PWY-7200	Details	16	-0.390584976230256	-0.894322289985666	0.56280193236715	0.769731108081467	0	28613	NME1,CMPK2,NME4,CDA,NME2,TK1,NME3
SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE%BIOCYC%PWY66-409	SUPERPATHWAY OF PURINE NUCLEOTIDE SALVAGE%BIOCYC%PWY66-409	Details	30	-0.544076970622131	-1.38706579590252	0.0723860589812333	0.450699407075877	0	28691	ADSS1,NME1,IMPDH1,APRT,ADA,NME4,GUK1
PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP%BIOCYC%PWY-7210	PYRIMIDINE DEOXYRIBONUCLEOTIDES BIOSYNTHESIS FROM CTP%BIOCYC%PWY-7210	Details	15	-0.432415650863543	-0.966701618002998	0.491566265060241	0.74117963101507	0	28613	NME1,NME4,NME2,NME3
